slider_pre.response,slider_pre.rt,key_val.keys,key_val.rt,key_aro.keys,key_aro.rt,key_qual.keys,key_qual.rt,key_ncat.keys,key_ncat.rt,key_cats.keys,key_cats.rt,ncat_order.thisRepN,ncat_order.thisTrialN,ncat_order.thisN,ncat_order.thisIndex,ncat_order.ran,cond_cat,participant,age,gender,handedness (L/R),site (IMT/Donders),date,expName,psychopyVersion,OS,frameRate,img_trials.thisRepN,img_trials.thisTrialN,img_trials.thisN,img_trials.thisIndex,img_trials.ran,filename,slider_post.response,slider_post.rt,textbox_openfb.text
4,3.2518,2,12.2639,1,2.143,2,1.278,1,1.0073,7,0.7917,0,0,0,0,1,main,9,21,male,R,Donders,2021-07-16_14h18.13.666,ImageRatingTask_S4,2021.1.4,Win32,60.84205403,,,,,,,,,
,,,,,,,,,,,,0,1,1,1,1,second,9,21,male,R,Donders,2021-07-16_14h18.13.666,ImageRatingTask_S4,2021.1.4,Win32,60.84205403,,,,,,,,,
,,,,,,,,,,,,0,2,2,2,1,third,9,21,male,R,Donders,2021-07-16_14h18.13.666,ImageRatingTask_S4,2021.1.4,Win32,60.84205403,,,,,,,,,
,,,,,,,,,,,,0,3,3,3,1,fourth,9,21,male,R,Donders,2021-07-16_14h18.13.666,ImageRatingTask_S4,2021.1.4,Win32,60.84205403,,,,,,,,,
,,,,,,,,,,,,0,4,4,4,1,fifth,9,21,male,R,Donders,2021-07-16_14h18.13.666,ImageRatingTask_S4,2021.1.4,Win32,60.84205403,,,,,,,,,
,,,,,,,,,,,,0,5,5,5,1,sixth,9,21,male,R,Donders,2021-07-16_14h18.13.666,ImageRatingTask_S4,2021.1.4,Win32,60.84205403,,,,,,,,,
,,,,,,,,,,,,0,6,6,6,1,seventh,9,21,male,R,Donders,2021-07-16_14h18.13.666,ImageRatingTask_S4,2021.1.4,Win32,60.84205403,,,,,,,,,
,,,,,,,,,,,,0,7,7,7,1,last,9,21,male,R,Donders,2021-07-16_14h18.13.666,ImageRatingTask_S4,2021.1.4,Win32,60.84205403,,,,,,,,,
,,,,,,,,,,,,,,,,,,9,21,male,R,Donders,2021-07-16_14h18.13.666,ImageRatingTask_S4,2021.1.4,Win32,60.84205403,0,0,0,121,1,DreamStudyImages_rs1000x750g/Water/IAPS7036_harbour_CROPPED.jpg,,,
,,1,2.1139,6,2.3602,7,1.4923,1,2.0255,2,0.3912,0,0,0,0,1,main,9,21,male,R,Donders,2021-07-16_14h18.13.666,ImageRatingTask_S4,2021.1.4,Win32,60.84205403,,,,,,,,,
,,,,,,,,,,,,0,1,1,1,1,second,9,21,male,R,Donders,2021-07-16_14h18.13.666,ImageRatingTask_S4,2021.1.4,Win32,60.84205403,,,,,,,,,
,,,,,,,,,,,,0,2,2,2,1,third,9,21,male,R,Donders,2021-07-16_14h18.13.666,ImageRatingTask_S4,2021.1.4,Win32,60.84205403,,,,,,,,,
,,,,,,,,,,,,0,3,3,3,1,fourth,9,21,male,R,Donders,2021-07-16_14h18.13.666,ImageRatingTask_S4,2021.1.4,Win32,60.84205403,,,,,,,,,
,,,,,,,,,,,,0,4,4,4,1,fifth,9,21,male,R,Donders,2021-07-16_14h18.13.666,ImageRatingTask_S4,2021.1.4,Win32,60.84205403,,,,,,,,,
,,,,,,,,,,,,0,5,5,5,1,sixth,9,21,male,R,Donders,2021-07-16_14h18.13.666,ImageRatingTask_S4,2021.1.4,Win32,60.84205403,,,,,,,,,
,,,,,,,,,,,,0,6,6,6,1,seventh,9,21,male,R,Donders,2021-07-16_14h18.13.666,ImageRatingTask_S4,2021.1.4,Win32,60.84205403,,,,,,,,,
,,,,,,,,,,,,0,7,7,7,1,last,9,21,male,R,Donders,2021-07-16_14h18.13.666,ImageRatingTask_S4,2021.1.4,Win32,60.84205403,,,,,,,,,
